campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
773,2024-04-06,Holiday Sales Event,Young Adults 20-30,188080,Young Adults 20-30,12428,175652,49969,15776,8862,28.45,8.98,31.57,5.05
774,2024-11-16,School Supplies Promo,Shopaholics 25-44,192409,Shopaholics 25-44,19207,173202,41143,12334,5328,23.75,7.12,29.98,3.08
775,2024-03-06,New Product Launch,Previous Customers,142010,Previous Customers,11530,130480,31540,7158,7933,24.17,5.49,22.69,6.08
776,2025-07-26,Sustainability Product Launch,Fitness Enthusiasts 18-40,55331,Fitness Enthusiasts 18-40,3109,52222,9578,4516,3625,18.34,8.65,47.15,6.94
777,2025-02-04,New Product Launch,General Audience,139932,General Audience,11412,128520,29063,9124,8675,22.61,7.1,31.39,6.75
778,2024-04-09,Holiday Sales Event,Tech Enthusiasts 18-45,136874,Tech Enthusiasts 18-45,13664,123210,36898,13937,7014,29.95,11.31,37.77,5.69
779,2025-02-16,Clearance Sale,Fitness Enthusiasts 18-40,90110,Fitness Enthusiasts 18-40,7350,82760,19315,7080,3653,23.34,8.56,36.66,4.42
780,2025-02-02,School Supplies Promo,Fitness Enthusiasts 18-40,113020,Fitness Enthusiasts 18-40,8280,104740,29058,5249,1432,27.74,5.01,18.06,1.37
781,2024-02-22,New Product Launch,Frequent Buyers 35-50,76070,Frequent Buyers 35-50,5194,70876,14986,3346,4954,21.14,4.72,22.33,6.99
782,2025-04-02,Seasonal Discount,Women 25-34,66256,Women 25-34,4725,61531,13394,2651,1743,21.77,4.31,19.79,2.83
783,2024-02-28,Holiday Sales Event,Previous Customers,120887,Previous Customers,11316,109571,18832,8242,1714,17.19,7.52,43.77,1.56
784,2024-12-14,Brand Awareness,Young Professionals 25-40,50073,Young Professionals 25-40,2888,47185,9719,3162,3030,20.6,6.7,32.53,6.42
785,2025-03-31,Fitness Gear Promo,Young Professionals 25-40,98004,Young Professionals 25-40,7968,90036,18356,10489,3683,20.39,11.65,57.14,4.09
786,2024-06-17,Holiday Sales Event,Frequent Buyers 35-50,170720,Frequent Buyers 35-50,9125,161595,44676,5312,6816,27.65,3.29,11.89,4.22
787,2024-09-21,New Product Launch,Shopaholics 25-44,118274,Shopaholics 25-44,9477,108797,25653,12062,2944,23.58,11.09,47.02,2.71
788,2025-07-19,Beta Testing Launch,General Audience,193338,General Audience,17095,176243,42869,13422,1360,24.32,7.62,31.31,0.77
789,2024-11-27,Beta Testing Launch,Frequent Buyers 35-50,133576,Frequent Buyers 35-50,10612,122964,31120,9782,978,25.31,7.96,31.43,0.8
790,2024-12-26,Fitness Gear Promo,Previous Customers,174725,Previous Customers,14392,160333,44160,14954,2334,27.54,9.33,33.86,1.46
791,2025-06-26,Holiday Sales Event,Frequent Buyers 35-50,51371,Frequent Buyers 35-50,3774,47597,9928,3711,1314,20.86,7.8,37.38,2.76
792,2024-07-26,New Product Launch,Young Adults 20-30,128619,Young Adults 20-30,9738,118881,24264,8565,1242,20.41,7.21,35.3,1.05
793,2024-12-20,Fitness Gear Promo,General Audience,186132,General Audience,11640,174492,27823,10428,6205,15.95,5.98,37.48,3.56
794,2024-10-04,Fitness Gear Promo,Frequent Buyers 35-50,108078,Frequent Buyers 35-50,6647,101431,21939,11336,1916,21.63,11.18,51.67,1.89
795,2025-01-04,School Supplies Promo,Women 25-34,198116,Women 25-34,13512,184604,53762,13380,12339,29.12,7.25,24.89,6.68
796,2024-03-01,Loyalty Program,Young Professionals 25-40,171206,Young Professionals 25-40,12476,158730,25119,16156,4497,15.83,10.18,64.32,2.83
797,2024-10-22,Sustainability Product Launch,Fitness Enthusiasts 18-40,180897,Fitness Enthusiasts 18-40,16572,164325,46792,15631,3858,28.48,9.51,33.41,2.35
798,2025-05-23,Holiday Sales Event,Tech Enthusiasts 18-45,166276,Tech Enthusiasts 18-45,15114,151162,28719,9854,7376,19.0,6.52,34.31,4.88
799,2024-05-18,Loyalty Program,Frequent Buyers 35-50,128674,Frequent Buyers 35-50,6632,122042,22397,6918,3617,18.35,5.67,30.89,2.96
800,2024-12-24,Holiday Follow Up,Young Professionals 25-40,170093,Young Professionals 25-40,8544,161549,47170,10289,1253,29.2,6.37,21.81,0.78
801,2025-04-27,Holiday Sales Event,Environment Advocates,63841,Environment Advocates,5848,57993,15326,6173,862,26.43,10.64,40.28,1.49
802,2025-03-16,Loyalty Program,Young Adults 20-30,152201,Young Adults 20-30,13305,138896,35082,4876,9536,25.26,3.51,13.9,6.87
803,2024-12-12,Clearance Sale,Tech Enthusiasts 18-45,78277,Tech Enthusiasts 18-45,7291,70986,20412,8154,3874,28.76,11.49,39.95,5.46
804,2025-06-26,Loyalty Program,Frequent Buyers 35-50,97413,Frequent Buyers 35-50,5327,92086,27078,6387,3003,29.41,6.94,23.59,3.26
805,2024-02-29,Clearance Sale,Young Professionals 25-40,159970,Young Professionals 25-40,8181,151789,26076,12077,7469,17.18,7.96,46.31,4.92
806,2025-06-26,Sustainability Product Launch,Young Professionals 25-40,140050,Young Professionals 25-40,11285,128765,32697,7868,1257,25.39,6.11,24.06,0.98
807,2024-02-15,Brand Awareness,General Audience,160922,General Audience,15601,145321,37830,6019,3887,26.03,4.14,15.91,2.68
808,2024-08-07,Brand Awareness,Young Adults 20-30,177712,Young Adults 20-30,12834,164878,44530,13703,4239,27.01,8.31,30.77,2.57
809,2024-12-28,Sustainability Product Launch,Seniors 55+,139872,Seniors 55+,9143,130729,22217,8729,2406,16.99,6.68,39.29,1.84
810,2025-02-12,Clearance Sale,Young Adults 20-30,107990,Young Adults 20-30,5746,102244,19820,8011,2366,19.39,7.84,40.42,2.31
811,2024-11-23,Major Shopping Event,Parents 30-50,85617,Parents 30-50,6615,79002,22413,8580,1152,28.37,10.86,38.28,1.46
812,2025-04-02,Beta Testing Launch,Young Adults 20-30,135795,Young Adults 20-30,8401,127394,30831,7996,2032,24.2,6.28,25.93,1.6
813,2024-03-07,Loyalty Program,Environment Advocates,51124,Environment Advocates,4767,46357,9186,2281,1693,19.82,4.92,24.83,3.65
814,2024-09-22,Fitness Gear Promo,Fitness Enthusiasts 18-40,72217,Fitness Enthusiasts 18-40,4319,67898,18116,3941,1939,26.68,5.8,21.75,2.86
815,2024-02-05,Fitness Gear Promo,Fitness Enthusiasts 18-40,145413,Fitness Enthusiasts 18-40,10521,134892,38929,14881,5339,28.86,11.03,38.23,3.96
816,2024-05-02,New Product Launch,Young Adults 20-30,157458,Young Adults 20-30,12330,145128,31495,14920,9617,21.7,10.28,47.37,6.63
817,2025-01-12,Beta Testing Launch,Young Professionals 25-40,131480,Young Professionals 25-40,9900,121580,25578,4482,8309,21.04,3.69,17.52,6.83
818,2025-02-26,Sustainability Product Launch,Frequent Buyers 35-50,192907,Frequent Buyers 35-50,16539,176368,34448,16654,3536,19.53,9.44,48.35,2.01
819,2025-07-15,Brand Awareness,Parents 30-50,185447,Parents 30-50,10602,174845,42306,20926,7273,24.2,11.97,49.46,4.16
820,2024-11-07,Beta Testing Launch,Previous Customers,102243,Previous Customers,7086,95157,27281,3589,2958,28.67,3.77,13.16,3.11
821,2024-04-26,Fitness Gear Promo,Tech Enthusiasts 18-45,171069,Tech Enthusiasts 18-45,17067,154002,43689,9409,785,28.37,6.11,21.54,0.51
822,2025-02-28,Major Shopping Event,Environment Advocates,53292,Environment Advocates,3322,49970,10890,4371,2034,21.79,8.75,40.14,4.07
823,2025-06-02,New Product Launch,Shopaholics 25-44,90112,Shopaholics 25-44,5615,84497,23698,9438,714,28.05,11.17,39.83,0.85
824,2024-10-12,Beta Testing Launch,Parents 30-50,169786,Parents 30-50,11736,158050,30052,13075,1827,19.01,8.27,43.51,1.16
825,2024-11-14,Loyalty Program,Frequent Buyers 35-50,120859,Frequent Buyers 35-50,7414,113445,20214,4914,6509,17.82,4.33,24.31,5.74
826,2025-01-18,Sustainability Product Launch,General Audience,118915,General Audience,7066,111849,33193,9505,6449,29.68,8.5,28.64,5.77
827,2024-04-12,Major Shopping Event,Previous Customers,162255,Previous Customers,11427,150828,26660,16590,9838,17.68,11.0,62.23,6.52
828,2024-02-05,Loyalty Program,Tech Enthusiasts 18-45,53162,Tech Enthusiasts 18-45,5114,48048,11974,2402,3194,24.92,5.0,20.06,6.65
829,2024-07-11,Holiday Sales Event,Frequent Buyers 35-50,183876,Frequent Buyers 35-50,15935,167941,48869,18957,10537,29.1,11.29,38.79,6.27
830,2024-12-12,Holiday Follow Up,Young Professionals 25-40,139812,Young Professionals 25-40,13253,126559,32439,5027,1538,25.63,3.97,15.5,1.22
831,2024-11-25,New Product Launch,Parents 30-50,125450,Parents 30-50,7538,117912,28815,8359,5206,24.44,7.09,29.01,4.42
832,2025-07-17,Sustainability Product Launch,Tech Enthusiasts 18-45,92110,Tech Enthusiasts 18-45,7867,84243,15548,7200,2051,18.46,8.55,46.31,2.43
833,2024-02-12,Holiday Follow Up,Shopaholics 25-44,57406,Shopaholics 25-44,5462,51944,13430,2711,1049,25.86,5.22,20.19,2.02
834,2024-05-02,New Product Launch,Shopaholics 25-44,121699,Shopaholics 25-44,9654,112045,19541,4829,3699,17.44,4.31,24.71,3.3
835,2025-03-10,New Product Launch,Young Professionals 25-40,90918,Young Professionals 25-40,9054,81864,18648,7015,1369,22.78,8.57,37.62,1.67
836,2024-06-22,Beta Testing Launch,Frequent Buyers 35-50,195240,Frequent Buyers 35-50,16278,178962,30213,10185,4260,16.88,5.69,33.71,2.38
837,2025-04-29,Clearance Sale,General Audience,61936,General Audience,5188,56748,14339,6216,2834,25.27,10.95,43.35,4.99
838,2024-08-27,School Supplies Promo,Young Adults 20-30,90147,Young Adults 20-30,8962,81185,22812,7567,5074,28.1,9.32,33.17,6.25
839,2025-07-25,Beta Testing Launch,Previous Customers,79764,Previous Customers,6262,73502,19537,5814,2682,26.58,7.91,29.76,3.65
840,2024-12-21,School Supplies Promo,Women 25-34,185548,Women 25-34,15514,170034,39397,13841,2590,23.17,8.14,35.13,1.52
841,2024-11-22,Holiday Follow Up,Frequent Buyers 35-50,65593,Frequent Buyers 35-50,6001,59592,13017,4342,784,21.84,7.29,33.36,1.32
842,2025-07-05,School Supplies Promo,Fitness Enthusiasts 18-40,68125,Fitness Enthusiasts 18-40,6245,61880,14953,5071,635,24.17,8.2,33.91,1.03
843,2025-05-16,Fitness Gear Promo,Tech Enthusiasts 18-45,165818,Tech Enthusiasts 18-45,16320,149498,30143,10318,4243,20.16,6.9,34.23,2.84
844,2025-02-17,Brand Awareness,Seniors 55+,170043,Seniors 55+,13621,156422,37080,7207,5454,23.71,4.61,19.44,3.49
845,2024-05-25,Clearance Sale,Environment Advocates,65016,Environment Advocates,3977,61039,15476,1928,2886,25.36,3.16,12.46,4.73
846,2024-07-12,Major Shopping Event,Women 25-34,140654,Women 25-34,9899,130755,33176,9083,5549,25.37,6.95,27.38,4.24
847,2024-12-18,Loyalty Program,Fitness Enthusiasts 18-40,94006,Fitness Enthusiasts 18-40,6298,87708,25061,5584,4894,28.57,6.37,22.28,5.58
848,2024-03-26,Clearance Sale,Young Adults 20-30,150811,Young Adults 20-30,10622,140189,33276,5498,775,23.74,3.92,16.52,0.55
849,2024-03-03,School Supplies Promo,General Audience,156087,General Audience,12269,143818,23114,8371,8490,16.07,5.82,36.22,5.9
850,2024-12-05,Holiday Sales Event,Fitness Enthusiasts 18-40,184317,Fitness Enthusiasts 18-40,9357,174960,30608,12213,5759,17.49,6.98,39.9,3.29
851,2024-04-07,Holiday Follow Up,General Audience,52266,General Audience,3812,48454,14355,3563,3282,29.63,7.36,24.82,6.77
852,2025-06-12,Fitness Gear Promo,Environment Advocates,115855,Environment Advocates,9019,106836,18251,4707,1449,17.08,4.41,25.79,1.36
853,2024-03-31,Fitness Gear Promo,Fitness Enthusiasts 18-40,75348,Fitness Enthusiasts 18-40,5686,69662,10527,4637,2733,15.11,6.66,44.05,3.92
854,2025-05-20,Major Shopping Event,General Audience,103752,General Audience,7347,96405,24374,6150,4043,25.28,6.38,25.23,4.19
855,2024-02-07,Seasonal Discount,Fitness Enthusiasts 18-40,183789,Fitness Enthusiasts 18-40,16480,167309,46567,10903,3186,27.83,6.52,23.41,1.9
856,2025-01-18,Beta Testing Launch,Young Adults 20-30,184427,Young Adults 20-30,18063,166364,34788,8112,999,20.91,4.88,23.32,0.6
857,2024-10-18,Seasonal Discount,Tech Enthusiasts 18-45,142303,Tech Enthusiasts 18-45,7239,135064,35087,11217,8061,25.98,8.31,31.97,5.97
858,2024-05-15,Beta Testing Launch,Tech Enthusiasts 18-45,72400,Tech Enthusiasts 18-45,7021,65379,10446,5978,1314,15.98,9.14,57.23,2.01
859,2024-02-26,Fitness Gear Promo,Young Adults 20-30,178643,Young Adults 20-30,16078,162565,31538,15359,2049,19.4,9.45,48.7,1.26
860,2024-08-03,Beta Testing Launch,Environment Advocates,59395,Environment Advocates,3618,55777,11212,1804,1961,20.1,3.23,16.09,3.52
861,2025-02-14,Loyalty Program,Environment Advocates,134977,Environment Advocates,9194,125783,36116,5794,4909,28.71,4.61,16.04,3.9
862,2024-12-06,School Supplies Promo,Previous Customers,144177,Previous Customers,9275,134902,37292,13222,7359,27.64,9.8,35.46,5.46
863,2024-02-02,Fitness Gear Promo,Seniors 55+,159875,Seniors 55+,13567,146308,27518,17002,8453,18.81,11.62,61.79,5.78
864,2024-10-05,Holiday Sales Event,General Audience,193454,General Audience,13316,180138,52653,6393,11376,29.23,3.55,12.14,6.32
865,2024-07-29,Brand Awareness,Frequent Buyers 35-50,124997,Frequent Buyers 35-50,8370,116627,33002,11594,7208,28.3,9.94,35.13,6.18
866,2024-06-27,Beta Testing Launch,Young Professionals 25-40,109697,Young Professionals 25-40,9152,100545,22913,10372,5044,22.79,10.32,45.27,5.02
867,2024-12-26,Beta Testing Launch,Fitness Enthusiasts 18-40,102252,Fitness Enthusiasts 18-40,5331,96921,26397,9979,3894,27.24,10.3,37.8,4.02
868,2024-05-26,Brand Awareness,General Audience,79742,General Audience,7887,71855,19301,7362,1911,26.86,10.25,38.14,2.66
869,2024-05-29,School Supplies Promo,Young Adults 20-30,80063,Young Adults 20-30,5824,74239,17403,8525,4070,23.44,11.48,48.99,5.48
870,2024-09-27,Holiday Sales Event,Women 25-34,159838,Women 25-34,10822,149016,35146,12586,3626,23.59,8.45,35.81,2.43
871,2024-05-22,Seasonal Discount,Seniors 55+,102525,Seniors 55+,6271,96254,23939,11311,920,24.87,11.75,47.25,0.96
872,2025-04-25,Major Shopping Event,Seniors 55+,80892,Seniors 55+,6539,74353,16875,7977,2756,22.7,10.73,47.27,3.71
873,2024-07-11,Major Shopping Event,Parents 30-50,83266,Parents 30-50,6905,76361,15170,6609,5310,19.87,8.66,43.57,6.96
874,2025-01-18,Beta Testing Launch,Parents 30-50,178020,Parents 30-50,13650,164370,46419,10057,1449,28.24,6.12,21.67,0.88
875,2024-08-03,Major Shopping Event,Women 25-34,114207,Women 25-34,6176,108031,21422,3518,3477,19.83,3.26,16.42,3.22
876,2025-07-12,Sustainability Product Launch,Seniors 55+,195554,Seniors 55+,16270,179284,47454,8836,7013,26.47,4.93,18.62,3.91
877,2025-05-12,Holiday Sales Event,Environment Advocates,164994,Environment Advocates,16224,148770,25806,14519,9988,17.35,9.76,56.26,6.71
878,2025-03-01,Sustainability Product Launch,Fitness Enthusiasts 18-40,198882,Fitness Enthusiasts 18-40,15190,183692,47037,11795,12594,25.61,6.42,25.08,6.86
879,2024-04-18,Sustainability Product Launch,Young Adults 20-30,162006,Young Adults 20-30,12279,149727,30033,5108,3288,20.06,3.41,17.01,2.2
880,2024-11-06,Holiday Sales Event,Environment Advocates,155196,Environment Advocates,12954,142242,31771,12984,7401,22.34,9.13,40.87,5.2
881,2024-07-20,Major Shopping Event,Young Adults 20-30,187844,Young Adults 20-30,9470,178374,41993,5885,10074,23.54,3.3,14.01,5.65
882,2024-04-03,Sustainability Product Launch,Frequent Buyers 35-50,138013,Frequent Buyers 35-50,13716,124297,31570,4930,5258,25.4,3.97,15.62,4.23
883,2024-05-16,Major Shopping Event,General Audience,73236,General Audience,4686,68550,17205,6474,2532,25.1,9.44,37.63,3.69
884,2024-07-09,Sustainability Product Launch,Frequent Buyers 35-50,135235,Frequent Buyers 35-50,7632,127603,28659,15167,8241,22.46,11.89,52.92,6.46
885,2024-07-18,Sustainability Product Launch,General Audience,97595,General Audience,8214,89381,21924,4234,843,24.53,4.74,19.31,0.94
886,2024-10-17,Seasonal Discount,Previous Customers,64879,Previous Customers,3939,60940,15183,6329,3124,24.92,10.39,41.68,5.13
887,2024-11-09,Seasonal Discount,Tech Enthusiasts 18-45,77760,Tech Enthusiasts 18-45,6244,71516,18985,7249,2839,26.55,10.14,38.18,3.97
888,2024-09-22,Brand Awareness,Parents 30-50,62820,Parents 30-50,5106,57714,14756,2574,324,25.57,4.46,17.44,0.56
889,2024-06-01,Clearance Sale,Women 25-34,73748,Women 25-34,3763,69985,12745,5930,970,18.21,8.47,46.53,1.39
890,2024-11-13,Holiday Follow Up,Young Professionals 25-40,107154,Young Professionals 25-40,7326,99828,21252,3837,5888,21.29,3.84,18.05,5.9
891,2025-01-11,Seasonal Discount,Frequent Buyers 35-50,117128,Frequent Buyers 35-50,8109,109019,18629,7674,2072,17.09,7.04,41.19,1.9
892,2024-12-30,School Supplies Promo,Seniors 55+,122941,Seniors 55+,8871,114070,17163,13513,6514,15.05,11.85,78.73,5.71
893,2024-03-22,Fitness Gear Promo,Previous Customers,99375,Previous Customers,9911,89464,25490,7362,5793,28.49,8.23,28.88,6.48
894,2024-09-10,Loyalty Program,Environment Advocates,193065,Environment Advocates,10111,182954,34738,9759,6933,18.99,5.33,28.09,3.79
895,2025-03-24,Seasonal Discount,Fitness Enthusiasts 18-40,113839,Fitness Enthusiasts 18-40,10006,103833,25534,9301,4596,24.59,8.96,36.43,4.43
896,2024-11-11,Holiday Follow Up,Parents 30-50,58017,Parents 30-50,5216,52801,15112,4338,1128,28.62,8.22,28.71,2.14
897,2024-03-06,New Product Launch,Shopaholics 25-44,154505,Shopaholics 25-44,13112,141393,41156,16286,4716,29.11,11.52,39.57,3.34
898,2024-09-26,Major Shopping Event,Young Professionals 25-40,119695,Young Professionals 25-40,11734,107961,23787,8512,5719,22.03,7.88,35.78,5.3
899,2025-01-31,Loyalty Program,Shopaholics 25-44,136996,Shopaholics 25-44,8313,128683,22979,4177,8813,17.86,3.25,18.18,6.85
900,2024-08-30,Beta Testing Launch,Frequent Buyers 35-50,63113,Frequent Buyers 35-50,5497,57616,14711,4173,2743,25.53,7.24,28.37,4.76
901,2025-01-25,Fitness Gear Promo,Fitness Enthusiasts 18-40,183288,Fitness Enthusiasts 18-40,13872,169416,49340,7087,10692,29.12,4.18,14.36,6.31
902,2024-12-24,Sustainability Product Launch,Fitness Enthusiasts 18-40,166804,Fitness Enthusiasts 18-40,14663,152141,42558,17396,8038,27.97,11.43,40.88,5.28
903,2024-05-23,School Supplies Promo,Parents 30-50,93731,Parents 30-50,8111,85620,13147,4344,4269,15.36,5.07,33.04,4.99
904,2025-05-27,Major Shopping Event,Environment Advocates,149965,Environment Advocates,12632,137333,31346,12399,8894,22.83,9.03,39.56,6.48
905,2024-02-27,Major Shopping Event,Tech Enthusiasts 18-45,188211,Tech Enthusiasts 18-45,12001,176210,38114,16647,6495,21.63,9.45,43.68,3.69
906,2024-11-02,Fitness Gear Promo,Fitness Enthusiasts 18-40,193827,Fitness Enthusiasts 18-40,17600,176227,31839,9277,9781,18.07,5.26,29.14,5.55
907,2024-09-29,Seasonal Discount,Environment Advocates,176870,Environment Advocates,12567,164303,35791,11275,9283,21.78,6.86,31.5,5.65
908,2024-12-28,New Product Launch,Women 25-34,80563,Women 25-34,5720,74843,13753,5984,3645,18.38,8.0,43.51,4.87
909,2025-06-17,Major Shopping Event,Seniors 55+,121567,Seniors 55+,10376,111191,25016,6138,767,22.5,5.52,24.54,0.69
910,2024-08-03,Seasonal Discount,Seniors 55+,76381,Seniors 55+,4610,71771,16684,3226,3276,23.25,4.5,19.34,4.57
911,2025-03-20,Holiday Sales Event,Young Professionals 25-40,199748,Young Professionals 25-40,11689,188059,51629,8104,9796,27.45,4.31,15.7,5.21
912,2025-01-02,Seasonal Discount,Shopaholics 25-44,138368,Shopaholics 25-44,10250,128118,38141,4074,2020,29.77,3.18,10.68,1.58
913,2024-09-16,Loyalty Program,Young Adults 20-30,80462,Young Adults 20-30,5354,75108,12941,8492,1433,17.23,11.31,65.62,1.91
914,2024-11-28,Clearance Sale,Parents 30-50,191001,Parents 30-50,18309,172692,40824,10689,3638,23.64,6.19,26.18,2.11
915,2024-05-07,Brand Awareness,Environment Advocates,151596,Environment Advocates,13256,138340,35229,12511,1030,25.47,9.04,35.51,0.75
916,2025-01-16,School Supplies Promo,Shopaholics 25-44,135266,Shopaholics 25-44,7382,127884,20561,6855,2001,16.08,5.36,33.34,1.57
917,2024-09-25,Loyalty Program,Previous Customers,67615,Previous Customers,3564,64051,17035,1943,1938,26.6,3.03,11.41,3.03
918,2024-04-30,Clearance Sale,Women 25-34,177903,Women 25-34,16505,161398,38518,16381,7173,23.87,10.15,42.53,4.44
919,2025-04-12,Fitness Gear Promo,Women 25-34,120064,Women 25-34,11725,108339,19340,8159,1891,17.85,7.53,42.19,1.75
920,2024-08-21,Sustainability Product Launch,Frequent Buyers 35-50,152981,Frequent Buyers 35-50,12928,140053,26625,11257,1092,19.01,8.04,42.28,0.78
921,2024-06-03,New Product Launch,Young Adults 20-30,63627,Young Adults 20-30,4662,58965,9360,3695,2470,15.87,6.27,39.48,4.19
922,2025-03-30,Brand Awareness,Young Professionals 25-40,111985,Young Professionals 25-40,7073,104912,21698,6859,7343,20.68,6.54,31.61,7.0
923,2024-06-04,New Product Launch,Parents 30-50,99041,Parents 30-50,8482,90559,15340,4383,5524,16.94,4.84,28.57,6.1
924,2025-05-20,School Supplies Promo,Shopaholics 25-44,160922,Shopaholics 25-44,9413,151509,31625,13171,2223,20.87,8.69,41.65,1.47
925,2024-09-15,Holiday Sales Event,Previous Customers,57431,Previous Customers,3940,53491,8155,1644,2543,15.25,3.07,20.16,4.75
926,2024-11-09,Clearance Sale,Previous Customers,122570,Previous Customers,9345,113225,25691,13586,2935,22.69,12.0,52.88,2.59
927,2024-11-08,Beta Testing Launch,Shopaholics 25-44,163274,Shopaholics 25-44,11772,151502,42870,9561,10572,28.3,6.31,22.3,6.98
928,2024-09-04,Sustainability Product Launch,Young Professionals 25-40,141143,Young Professionals 25-40,8956,132187,23089,7199,2602,17.47,5.45,31.18,1.97
929,2025-07-31,Holiday Follow Up,Young Adults 20-30,94385,Young Adults 20-30,6241,88144,26392,8503,1411,29.94,9.65,32.22,1.6
930,2025-04-11,Loyalty Program,Shopaholics 25-44,93970,Shopaholics 25-44,6772,87198,21414,5767,3940,24.56,6.61,26.93,4.52
931,2024-05-26,Major Shopping Event,Young Professionals 25-40,136624,Young Professionals 25-40,9936,126688,34238,9380,6479,27.03,7.4,27.4,5.11
932,2024-09-12,Beta Testing Launch,Fitness Enthusiasts 18-40,50808,Fitness Enthusiasts 18-40,4441,46367,12403,2486,1269,26.75,5.36,20.04,2.74
933,2025-02-01,Loyalty Program,General Audience,177864,General Audience,13988,163876,46964,18277,10704,28.66,11.15,38.92,6.53
934,2024-09-28,Sustainability Product Launch,General Audience,162546,General Audience,10536,152010,25436,5600,8003,16.73,3.68,22.02,5.27
935,2024-11-08,Fitness Gear Promo,Seniors 55+,69283,Seniors 55+,5369,63914,11256,5407,2255,17.61,8.46,48.04,3.53
936,2025-03-17,Holiday Follow Up,Frequent Buyers 35-50,53836,Frequent Buyers 35-50,4527,49309,13509,5495,3138,27.4,11.15,40.68,6.37
937,2024-08-05,Holiday Sales Event,Seniors 55+,84025,Seniors 55+,7917,76108,22551,3720,1028,29.63,4.89,16.5,1.35
938,2024-11-06,New Product Launch,Frequent Buyers 35-50,186660,Frequent Buyers 35-50,10937,175723,38966,8089,7414,22.18,4.6,20.76,4.22
939,2025-02-23,Seasonal Discount,Women 25-34,88862,Women 25-34,4977,83885,20010,9799,3878,23.85,11.68,48.97,4.62
940,2024-11-26,Clearance Sale,Frequent Buyers 35-50,165192,Frequent Buyers 35-50,8505,156687,27929,13039,871,17.83,8.32,46.69,0.56
941,2024-02-11,Major Shopping Event,Young Adults 20-30,138450,Young Adults 20-30,7822,130628,35936,13547,4577,27.51,10.37,37.7,3.5
942,2024-06-05,Holiday Sales Event,Young Professionals 25-40,153594,Young Professionals 25-40,11750,141844,34432,4716,8997,24.27,3.33,13.7,6.34
943,2025-05-03,Sustainability Product Launch,Parents 30-50,75965,Parents 30-50,6573,69392,19646,5340,3544,28.31,7.7,27.18,5.11
944,2025-01-21,Loyalty Program,General Audience,50987,General Audience,5074,45913,13653,5331,920,29.74,11.61,39.05,2.0
945,2024-05-06,School Supplies Promo,Tech Enthusiasts 18-45,141005,Tech Enthusiasts 18-45,12429,128576,19429,13921,3445,15.11,10.83,71.65,2.68
946,2024-03-22,Seasonal Discount,Tech Enthusiasts 18-45,109591,Tech Enthusiasts 18-45,6863,102728,20889,5602,5292,20.33,5.45,26.82,5.15
947,2024-11-09,Sustainability Product Launch,Young Adults 20-30,100256,Young Adults 20-30,7834,92422,21865,10897,2188,23.66,11.79,49.84,2.37
948,2024-02-09,Beta Testing Launch,Previous Customers,104281,Previous Customers,8379,95902,14974,3337,5601,15.61,3.48,22.29,5.84
949,2024-11-11,School Supplies Promo,Young Professionals 25-40,139469,Young Professionals 25-40,9216,130253,23569,13456,6575,18.1,10.33,57.09,5.05
950,2024-05-19,Loyalty Program,Frequent Buyers 35-50,172117,Frequent Buyers 35-50,15055,157062,34080,10198,5891,21.7,6.49,29.92,3.75
951,2025-03-31,Clearance Sale,General Audience,111371,General Audience,8762,102609,28503,11886,3494,27.78,11.58,41.7,3.41
952,2024-08-02,Holiday Follow Up,Women 25-34,153597,Women 25-34,9922,143675,34932,7004,9304,24.31,4.88,20.05,6.48
953,2024-09-20,Seasonal Discount,General Audience,71182,General Audience,4286,66896,11360,3309,1310,16.98,4.95,29.13,1.96
954,2024-07-20,Fitness Gear Promo,Previous Customers,186800,Previous Customers,17951,168849,38589,13865,11301,22.85,8.21,35.93,6.69
955,2024-09-30,Clearance Sale,General Audience,115531,General Audience,9007,106524,19135,4099,5139,17.96,3.85,21.42,4.82
956,2024-03-03,Beta Testing Launch,Tech Enthusiasts 18-45,177044,Tech Enthusiasts 18-45,15852,161192,25978,18228,10509,16.12,11.31,70.17,6.52
957,2024-08-09,Holiday Sales Event,Previous Customers,193928,Previous Customers,17670,176258,29515,16142,9656,16.75,9.16,54.69,5.48
958,2025-03-17,Major Shopping Event,Environment Advocates,82092,Environment Advocates,7129,74963,22347,4081,4323,29.81,5.45,18.26,5.77
959,2024-07-29,School Supplies Promo,Tech Enthusiasts 18-45,157628,Tech Enthusiasts 18-45,8716,148912,36548,11670,8186,24.54,7.84,31.93,5.5
960,2024-10-14,Sustainability Product Launch,Seniors 55+,115920,Seniors 55+,6717,109203,22742,11455,6974,20.83,10.49,50.37,6.39
961,2025-02-05,Major Shopping Event,Environment Advocates,177294,Environment Advocates,10296,166998,35558,11389,11065,21.29,6.82,32.03,6.63
962,2025-07-23,School Supplies Promo,Previous Customers,77678,Previous Customers,6104,71574,14601,2585,3916,20.4,3.61,17.7,5.47
963,2024-07-11,Beta Testing Launch,Fitness Enthusiasts 18-40,176867,Fitness Enthusiasts 18-40,14440,162427,44762,18356,4782,27.56,11.3,41.01,2.94
964,2025-01-03,Seasonal Discount,Shopaholics 25-44,149961,Shopaholics 25-44,7911,142050,35684,9634,6029,25.12,6.78,27.0,4.24
