campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
770,2025-01-24,Seasonal Discount,General Audience,193511,General Audience,15612,177899,43843,12576,9920,24.65,7.07,28.68,5.58
771,2024-04-20,Holiday Follow Up,Tech Enthusiasts 18-45,67575,Tech Enthusiasts 18-45,5640,61935,12683,4135,2276,20.48,6.68,32.6,3.68
772,2025-04-07,Holiday Sales Event,Seniors 55+,180078,Seniors 55+,11050,169028,43389,20022,7024,25.67,11.85,46.15,4.16
773,2025-02-07,Clearance Sale,Tech Enthusiasts 18-45,109627,Tech Enthusiasts 18-45,7326,102301,20049,11671,1799,19.6,11.41,58.21,1.76
774,2024-03-31,Beta Testing Launch,General Audience,77302,General Audience,4966,72336,12403,3164,525,17.15,4.37,25.51,0.73
775,2024-03-10,New Product Launch,Shopaholics 25-44,99391,Shopaholics 25-44,5242,94149,17516,6711,4834,18.61,7.13,38.31,5.14
776,2025-07-06,Clearance Sale,Previous Customers,128452,Previous Customers,9972,118480,27723,8045,655,23.4,6.79,29.02,0.55
777,2024-05-29,Brand Awareness,Tech Enthusiasts 18-45,88304,Tech Enthusiasts 18-45,6963,81341,13965,8988,546,17.17,11.05,64.36,0.67
778,2024-03-02,Fitness Gear Promo,Young Adults 20-30,74298,Young Adults 20-30,7270,67028,13127,4493,4111,19.59,6.7,34.23,6.13
779,2025-05-13,Brand Awareness,Environment Advocates,180848,Environment Advocates,11345,169503,31583,6630,5911,18.63,3.91,20.99,3.49
780,2024-10-17,Sustainability Product Launch,Tech Enthusiasts 18-45,73554,Tech Enthusiasts 18-45,4895,68659,12747,6164,4175,18.57,8.98,48.36,6.08
781,2025-03-28,Holiday Sales Event,Women 25-34,89967,Women 25-34,5091,84876,20520,2902,3424,24.18,3.42,14.14,4.03
782,2024-02-10,Major Shopping Event,Young Professionals 25-40,101650,Young Professionals 25-40,9658,91992,20530,10873,1210,22.32,11.82,52.96,1.32
783,2024-02-09,Holiday Follow Up,Fitness Enthusiasts 18-40,193383,Fitness Enthusiasts 18-40,12153,181230,35926,7178,3701,19.82,3.96,19.98,2.04
784,2025-05-26,Loyalty Program,Parents 30-50,187547,Parents 30-50,11314,176233,37644,9045,2326,21.36,5.13,24.03,1.32
785,2024-12-23,Brand Awareness,Environment Advocates,55877,Environment Advocates,3365,52512,9133,2961,1561,17.39,5.64,32.42,2.97
786,2025-03-05,Seasonal Discount,Seniors 55+,95971,Seniors 55+,5267,90704,21394,5995,3361,23.59,6.61,28.02,3.71
787,2025-02-10,Fitness Gear Promo,Frequent Buyers 35-50,159643,Frequent Buyers 35-50,8893,150750,29262,14940,5301,19.41,9.91,51.06,3.52
788,2025-06-01,Loyalty Program,Parents 30-50,114771,Parents 30-50,8024,106747,23959,3458,4594,22.45,3.24,14.43,4.3
789,2024-02-10,Loyalty Program,Seniors 55+,190488,Seniors 55+,17086,173402,39221,11686,1839,22.62,6.74,29.8,1.06
790,2025-04-02,Sustainability Product Launch,Frequent Buyers 35-50,188029,Frequent Buyers 35-50,12910,175119,50569,12467,9958,28.88,7.12,24.65,5.69
791,2024-04-27,Brand Awareness,Environment Advocates,134542,Environment Advocates,10215,124327,22545,9969,5491,18.13,8.02,44.22,4.42
792,2024-08-05,School Supplies Promo,Previous Customers,110932,Previous Customers,6436,104496,28398,7885,576,27.18,7.55,27.77,0.55
793,2025-04-28,School Supplies Promo,Previous Customers,123217,Previous Customers,9070,114147,23513,8467,6118,20.6,7.42,36.01,5.36
794,2024-10-15,Sustainability Product Launch,Young Professionals 25-40,73579,Young Professionals 25-40,6369,67210,18577,3938,998,27.64,5.86,21.2,1.49
795,2024-11-22,Clearance Sale,Women 25-34,194206,Women 25-34,13916,180290,44928,16648,1136,24.92,9.23,37.05,0.63
796,2024-02-19,Holiday Follow Up,Previous Customers,141510,Previous Customers,9353,132157,36551,9704,1532,27.66,7.34,26.55,1.16
797,2024-04-09,Clearance Sale,Frequent Buyers 35-50,167076,Frequent Buyers 35-50,16284,150792,33089,10112,7196,21.94,6.71,30.56,4.77
798,2024-06-24,Holiday Sales Event,Frequent Buyers 35-50,179164,Frequent Buyers 35-50,14985,164179,25157,6288,6215,15.32,3.83,25.0,3.79
799,2024-10-13,Loyalty Program,Environment Advocates,166382,Environment Advocates,14290,152092,24091,15556,1784,15.84,10.23,64.57,1.17
800,2025-07-02,New Product Launch,Tech Enthusiasts 18-45,123887,Tech Enthusiasts 18-45,11809,112078,27180,9074,2305,24.25,8.1,33.38,2.06
801,2025-01-28,Holiday Follow Up,Young Professionals 25-40,162623,Young Professionals 25-40,10621,152002,43664,5823,6432,28.73,3.83,13.34,4.23
802,2025-01-21,Fitness Gear Promo,Environment Advocates,178493,Environment Advocates,17173,161320,25692,14087,1268,15.93,8.73,54.83,0.79
803,2024-03-15,Brand Awareness,General Audience,50637,General Audience,3374,47263,13109,1491,1299,27.74,3.16,11.37,2.75
804,2024-11-27,Beta Testing Launch,Fitness Enthusiasts 18-40,100359,Fitness Enthusiasts 18-40,8643,91716,25526,8297,6131,27.83,9.05,32.5,6.69
805,2025-06-03,Fitness Gear Promo,Previous Customers,196247,Previous Customers,16422,179825,41929,11044,1435,23.32,6.14,26.34,0.8
806,2024-11-10,New Product Launch,Women 25-34,123394,Women 25-34,6810,116584,23756,13019,4285,20.38,11.17,54.8,3.68
807,2025-07-15,Fitness Gear Promo,Young Adults 20-30,87075,Young Adults 20-30,4517,82558,15127,5966,4310,18.32,7.23,39.44,5.22
808,2024-06-05,Seasonal Discount,Seniors 55+,100964,Seniors 55+,7256,93708,27721,7322,6483,29.58,7.81,26.41,6.92
809,2025-01-30,Fitness Gear Promo,Shopaholics 25-44,126929,Shopaholics 25-44,9019,117910,31011,4073,1234,26.3,3.45,13.13,1.05
810,2024-11-10,Loyalty Program,Young Adults 20-30,135196,Young Adults 20-30,9680,125516,29309,9078,4533,23.35,7.23,30.97,3.61
811,2024-08-17,Holiday Sales Event,Young Adults 20-30,81663,Young Adults 20-30,6673,74990,15095,6042,1923,20.13,8.06,40.03,2.57
812,2024-02-26,Beta Testing Launch,Seniors 55+,91325,Seniors 55+,5850,85475,13820,4998,1538,16.17,5.85,36.16,1.8
813,2025-04-02,New Product Launch,Young Professionals 25-40,197239,Young Professionals 25-40,15691,181548,34999,8114,8089,19.28,4.47,23.18,4.46
814,2025-02-12,Sustainability Product Launch,Frequent Buyers 35-50,160193,Frequent Buyers 35-50,12503,147690,35746,8449,9694,24.2,5.72,23.64,6.56
815,2025-05-28,Loyalty Program,Fitness Enthusiasts 18-40,79667,Fitness Enthusiasts 18-40,5779,73888,21353,3425,2532,28.9,4.64,16.04,3.43
816,2025-05-07,Holiday Follow Up,Young Adults 20-30,139938,Young Adults 20-30,8047,131891,36362,5048,4759,27.57,3.83,13.88,3.61
817,2024-02-28,Holiday Sales Event,Young Adults 20-30,60502,Young Adults 20-30,3753,56749,14836,5516,2154,26.14,9.72,37.18,3.8
818,2024-05-07,Holiday Sales Event,Shopaholics 25-44,192202,Shopaholics 25-44,10398,181804,36639,10187,8139,20.15,5.6,27.8,4.48
819,2024-10-13,Loyalty Program,Young Professionals 25-40,52273,Young Professionals 25-40,4989,47284,8209,2324,1930,17.36,4.92,28.31,4.08
820,2024-08-30,Major Shopping Event,Fitness Enthusiasts 18-40,162988,Fitness Enthusiasts 18-40,10462,152526,24487,14176,7867,16.05,9.29,57.89,5.16
821,2025-03-15,Seasonal Discount,Parents 30-50,88570,Parents 30-50,5236,83334,21059,9827,2891,25.27,11.79,46.66,3.47
822,2024-09-30,School Supplies Promo,Parents 30-50,94081,Parents 30-50,6750,87331,22297,6767,794,25.53,7.75,30.35,0.91
823,2025-02-24,Holiday Follow Up,Frequent Buyers 35-50,55388,Frequent Buyers 35-50,4608,50780,13593,4119,3339,26.77,8.11,30.3,6.58
824,2024-02-25,Loyalty Program,Seniors 55+,69661,Seniors 55+,3965,65696,19170,5366,472,29.18,8.17,27.99,0.72
825,2025-03-18,Sustainability Product Launch,Tech Enthusiasts 18-45,199601,Tech Enthusiasts 18-45,17400,182201,51433,10700,8314,28.23,5.87,20.8,4.56
826,2025-01-14,New Product Launch,Seniors 55+,181816,Seniors 55+,12805,169011,32956,12818,7009,19.5,7.58,38.89,4.15
827,2025-07-09,Seasonal Discount,Shopaholics 25-44,62433,Shopaholics 25-44,3921,58512,11507,4150,3235,19.67,7.09,36.07,5.53
828,2024-02-24,Loyalty Program,Fitness Enthusiasts 18-40,96969,Fitness Enthusiasts 18-40,7255,89714,21528,9120,4898,24.0,10.17,42.36,5.46
829,2025-01-22,Beta Testing Launch,Young Adults 20-30,191771,Young Adults 20-30,10272,181499,41716,13173,11866,22.98,7.26,31.58,6.54
830,2024-07-25,Seasonal Discount,Previous Customers,123242,Previous Customers,7170,116072,33631,10880,5841,28.97,9.37,32.35,5.03
831,2025-04-19,School Supplies Promo,Women 25-34,111891,Women 25-34,5681,106210,16169,10971,6642,15.22,10.33,67.85,6.25
832,2025-04-18,Loyalty Program,Environment Advocates,112240,Environment Advocates,9207,103033,18094,7158,1254,17.56,6.95,39.56,1.22
833,2024-12-03,New Product Launch,Tech Enthusiasts 18-45,58733,Tech Enthusiasts 18-45,3251,55482,14150,2163,2242,25.5,3.9,15.29,4.04
834,2024-08-24,Clearance Sale,Young Adults 20-30,70438,Young Adults 20-30,4851,65587,16282,6608,4499,24.83,10.08,40.58,6.86
835,2024-06-18,Beta Testing Launch,Seniors 55+,156196,Seniors 55+,12806,143390,35388,16058,4078,24.68,11.2,45.38,2.84
836,2024-12-11,Holiday Follow Up,Seniors 55+,59986,Seniors 55+,5226,54760,11718,2958,2759,21.4,5.4,25.24,5.04
837,2025-02-27,Holiday Sales Event,Previous Customers,124991,Previous Customers,7934,117057,34172,10075,7391,29.19,8.61,29.48,6.31
838,2025-04-03,Holiday Sales Event,Environment Advocates,88512,Environment Advocates,5225,83287,19679,6940,2650,23.63,8.33,35.27,3.18
839,2024-08-11,Brand Awareness,Fitness Enthusiasts 18-40,125165,Fitness Enthusiasts 18-40,10699,114466,20195,5010,6065,17.64,4.38,24.81,5.3
840,2025-04-21,Clearance Sale,Tech Enthusiasts 18-45,144979,Tech Enthusiasts 18-45,13414,131565,23378,14206,6702,17.77,10.8,60.77,5.09
841,2025-01-15,Fitness Gear Promo,Shopaholics 25-44,56900,Shopaholics 25-44,5324,51576,11548,5202,1155,22.39,10.09,45.05,2.24
842,2024-05-19,Clearance Sale,Shopaholics 25-44,72674,Shopaholics 25-44,4122,68552,14046,4405,3033,20.49,6.43,31.36,4.42
843,2025-01-15,School Supplies Promo,Previous Customers,135552,Previous Customers,11920,123632,28018,11346,5169,22.66,9.18,40.5,4.18
844,2024-05-06,Beta Testing Launch,General Audience,141921,General Audience,9005,132916,30748,8709,6897,23.13,6.55,28.32,5.19
845,2024-07-11,School Supplies Promo,Parents 30-50,137418,Parents 30-50,9760,127658,21464,12447,1495,16.81,9.75,57.99,1.17
846,2024-05-28,Clearance Sale,Previous Customers,160862,Previous Customers,11316,149546,24805,16371,3755,16.59,10.95,66.0,2.51
847,2024-08-15,Clearance Sale,Parents 30-50,77029,Parents 30-50,7349,69680,18429,7086,4183,26.45,10.17,38.45,6.0
848,2024-02-13,Fitness Gear Promo,Previous Customers,79991,Previous Customers,7068,72923,13304,4479,2628,18.25,6.14,33.67,3.6
849,2024-08-26,Holiday Sales Event,Fitness Enthusiasts 18-40,130050,Fitness Enthusiasts 18-40,10238,119812,21616,5495,8063,18.04,4.59,25.42,6.73
850,2024-12-11,Beta Testing Launch,Young Professionals 25-40,76537,Young Professionals 25-40,4942,71595,19404,3712,4589,27.1,5.18,19.13,6.41
851,2024-04-22,Fitness Gear Promo,General Audience,159683,General Audience,11843,147840,43882,14829,2482,29.68,10.03,33.79,1.68
852,2025-01-09,Sustainability Product Launch,Tech Enthusiasts 18-45,177190,Tech Enthusiasts 18-45,9844,167346,26091,15617,6707,15.59,9.33,59.86,4.01
853,2024-07-21,Holiday Follow Up,Parents 30-50,137426,Parents 30-50,9559,127867,28201,3945,6898,22.06,3.09,13.99,5.4
854,2024-03-19,Sustainability Product Launch,Women 25-34,162636,Women 25-34,14946,147690,33421,10475,2159,22.63,7.09,31.34,1.46
855,2024-08-30,Loyalty Program,Frequent Buyers 35-50,196479,Frequent Buyers 35-50,18035,178444,49592,5751,8031,27.79,3.22,11.6,4.5
856,2025-05-28,Seasonal Discount,Seniors 55+,156011,Seniors 55+,8740,147271,38009,10284,6003,25.81,6.98,27.06,4.08
857,2025-02-21,Loyalty Program,Tech Enthusiasts 18-45,113706,Tech Enthusiasts 18-45,7565,106141,21796,7338,2095,20.54,6.91,33.67,1.97
858,2025-01-18,Holiday Sales Event,Parents 30-50,109923,Parents 30-50,9704,100219,30061,6178,6125,30.0,6.16,20.55,6.11
859,2024-10-13,Holiday Sales Event,Tech Enthusiasts 18-45,84315,Tech Enthusiasts 18-45,6576,77739,20398,6108,2354,26.24,7.86,29.94,3.03
860,2024-02-25,Clearance Sale,Parents 30-50,137929,Parents 30-50,10256,127673,19195,13175,3800,15.04,10.32,68.64,2.98
861,2025-05-21,Fitness Gear Promo,Seniors 55+,166999,Seniors 55+,11409,155590,42779,8852,6957,27.5,5.69,20.69,4.47
862,2024-10-14,Loyalty Program,Tech Enthusiasts 18-45,168568,Tech Enthusiasts 18-45,13096,155472,31550,7810,6722,20.29,5.02,24.75,4.32
863,2024-03-08,Fitness Gear Promo,Frequent Buyers 35-50,199587,Frequent Buyers 35-50,13607,185980,44271,20866,11196,23.8,11.22,47.13,6.02
864,2024-04-10,Major Shopping Event,Young Professionals 25-40,170218,Young Professionals 25-40,13473,156745,35583,8469,9142,22.7,5.4,23.8,5.83
865,2024-02-27,Beta Testing Launch,Fitness Enthusiasts 18-40,59142,Fitness Enthusiasts 18-40,4731,54411,10760,2331,541,19.78,4.28,21.66,1.0
866,2025-07-17,Major Shopping Event,Women 25-34,111832,Women 25-34,7313,104519,16166,3367,5593,15.47,3.22,20.83,5.35
867,2024-11-17,Holiday Follow Up,Seniors 55+,117554,Seniors 55+,6476,111078,22213,4929,3970,20.0,4.44,22.19,3.57
868,2025-01-27,Holiday Sales Event,Fitness Enthusiasts 18-40,130709,Fitness Enthusiasts 18-40,9279,121430,32173,6867,7423,26.5,5.66,21.34,6.11
869,2024-05-13,Loyalty Program,Parents 30-50,134707,Parents 30-50,10520,124187,22116,13990,4335,17.81,11.27,63.26,3.49
870,2025-05-13,Holiday Follow Up,Shopaholics 25-44,148681,Shopaholics 25-44,8513,140168,21875,15024,5027,15.61,10.72,68.68,3.59
871,2024-04-30,Clearance Sale,Women 25-34,117558,Women 25-34,7073,110485,18093,6922,5377,16.38,6.27,38.26,4.87
872,2025-03-11,Fitness Gear Promo,Previous Customers,87705,Previous Customers,5238,82467,14572,3155,1303,17.67,3.83,21.65,1.58
873,2024-02-13,Major Shopping Event,Environment Advocates,148198,Environment Advocates,13352,134846,34365,13740,4152,25.49,10.19,39.98,3.08
874,2024-09-02,Beta Testing Launch,Young Professionals 25-40,109994,Young Professionals 25-40,8369,101625,29060,7393,3206,28.6,7.28,25.44,3.15
875,2024-09-19,Brand Awareness,Frequent Buyers 35-50,112423,Frequent Buyers 35-50,8075,104348,31186,6815,1647,29.89,6.53,21.85,1.58
876,2024-03-13,Holiday Follow Up,General Audience,152470,General Audience,10528,141942,21633,10458,8534,15.24,7.37,48.34,6.01
877,2024-09-17,Brand Awareness,Environment Advocates,127976,Environment Advocates,12053,115923,26980,3763,5106,23.27,3.25,13.95,4.41
878,2024-04-20,Fitness Gear Promo,Seniors 55+,132441,Seniors 55+,13175,119266,18711,6655,2609,15.69,5.58,35.57,2.19
879,2024-11-07,Loyalty Program,General Audience,53635,General Audience,4958,48677,13757,3593,826,28.26,7.38,26.12,1.7
880,2024-03-01,Fitness Gear Promo,Seniors 55+,89306,Seniors 55+,8816,80490,19430,4644,892,24.14,5.77,23.9,1.11
881,2025-01-14,Holiday Sales Event,Young Professionals 25-40,141075,Young Professionals 25-40,7865,133210,34867,14954,8534,26.17,11.23,42.89,6.41
882,2025-04-09,Sustainability Product Launch,Young Adults 20-30,142627,Young Adults 20-30,9185,133442,31994,8464,6296,23.98,6.34,26.45,4.72
883,2025-03-21,Beta Testing Launch,Women 25-34,74268,Women 25-34,4603,69665,20855,4009,2959,29.94,5.76,19.22,4.25
884,2024-05-14,School Supplies Promo,Tech Enthusiasts 18-45,177805,Tech Enthusiasts 18-45,12556,165249,48254,12543,8811,29.2,7.59,25.99,5.33
885,2024-10-04,Holiday Sales Event,Young Professionals 25-40,169207,Young Professionals 25-40,16633,152574,27782,5991,6208,18.21,3.93,21.56,4.07
886,2024-09-09,Holiday Follow Up,Frequent Buyers 35-50,170574,Frequent Buyers 35-50,12555,158019,39103,6005,5496,24.75,3.8,15.36,3.48
887,2024-11-05,Clearance Sale,Shopaholics 25-44,58711,Shopaholics 25-44,5841,52870,13878,4737,883,26.25,8.96,34.13,1.67
888,2025-07-09,Loyalty Program,Environment Advocates,74161,Environment Advocates,7104,67057,20041,2421,3067,29.89,3.61,12.08,4.57
889,2025-01-09,Major Shopping Event,Parents 30-50,67747,Parents 30-50,5721,62026,16782,3742,2763,27.06,6.03,22.3,4.46
890,2025-07-25,Holiday Follow Up,Environment Advocates,166850,Environment Advocates,16164,150686,40769,13383,1764,27.06,8.88,32.83,1.17
891,2024-06-10,Brand Awareness,Seniors 55+,181112,Seniors 55+,10635,170477,48318,10891,11132,28.34,6.39,22.54,6.53
892,2025-02-03,Brand Awareness,Fitness Enthusiasts 18-40,193846,Fitness Enthusiasts 18-40,16440,177406,27705,13901,11271,15.62,7.84,50.18,6.35
893,2025-03-23,Major Shopping Event,Environment Advocates,177207,Environment Advocates,12871,164336,32927,6339,4242,20.04,3.86,19.25,2.58
894,2025-06-23,Major Shopping Event,Women 25-34,158713,Women 25-34,10648,148065,30614,8748,3732,20.68,5.91,28.58,2.52
895,2024-10-24,Fitness Gear Promo,Women 25-34,166135,Women 25-34,8536,157599,42336,14779,4071,26.86,9.38,34.91,2.58
896,2024-03-20,Holiday Sales Event,Tech Enthusiasts 18-45,126692,Tech Enthusiasts 18-45,9124,117568,26600,11548,7385,22.63,9.82,43.41,6.28
897,2025-04-12,School Supplies Promo,Environment Advocates,143545,Environment Advocates,8615,134930,35593,5822,2989,26.38,4.32,16.36,2.22
898,2024-03-19,Clearance Sale,Parents 30-50,129987,Parents 30-50,11834,118153,29369,10971,4805,24.86,9.29,37.36,4.07
899,2024-05-30,Beta Testing Launch,Young Professionals 25-40,136426,Young Professionals 25-40,7193,129233,23211,10978,4368,17.96,8.5,47.3,3.38
900,2024-11-28,Sustainability Product Launch,Environment Advocates,65074,Environment Advocates,3965,61109,11374,5445,4001,18.61,8.91,47.87,6.55
901,2024-06-05,Loyalty Program,Seniors 55+,128685,Seniors 55+,8079,120606,25165,4382,8270,20.87,3.63,17.41,6.86
902,2025-06-18,Brand Awareness,Women 25-34,75659,Women 25-34,7497,68162,19474,2512,2070,28.57,3.69,12.9,3.04
903,2024-06-05,Loyalty Program,Environment Advocates,136075,Environment Advocates,8511,127564,36888,11859,8493,28.92,9.3,32.15,6.66
904,2025-04-05,Brand Awareness,Parents 30-50,111583,Parents 30-50,7556,104027,19024,7950,6651,18.29,7.64,41.79,6.39
905,2024-09-19,Brand Awareness,General Audience,71513,General Audience,4154,67359,16947,5816,3486,25.16,8.63,34.32,5.18
906,2024-01-29,Brand Awareness,Environment Advocates,152910,Environment Advocates,9057,143853,24452,4542,7940,17.0,3.16,18.58,5.52
907,2024-09-03,Brand Awareness,Young Adults 20-30,97335,Young Adults 20-30,6605,90730,26791,2746,5654,29.53,3.03,10.25,6.23
908,2024-02-03,Holiday Follow Up,Tech Enthusiasts 18-45,132241,Tech Enthusiasts 18-45,9799,122442,25112,9274,5923,20.51,7.57,36.93,4.84
909,2024-11-14,School Supplies Promo,Seniors 55+,93772,Seniors 55+,8047,85725,20476,7111,2896,23.89,8.3,34.73,3.38
910,2024-06-02,Seasonal Discount,Previous Customers,137033,Previous Customers,7298,129735,19963,5995,1564,15.39,4.62,30.03,1.21
911,2024-10-17,School Supplies Promo,Environment Advocates,58041,Environment Advocates,4496,53545,11081,5662,3209,20.7,10.58,51.1,5.99
912,2024-03-12,Major Shopping Event,Tech Enthusiasts 18-45,157431,Tech Enthusiasts 18-45,14724,142707,36354,6982,5702,25.47,4.89,19.21,4.0
913,2025-06-03,Seasonal Discount,Previous Customers,56209,Previous Customers,2848,53361,9483,4509,929,17.77,8.45,47.55,1.74
914,2025-05-12,Loyalty Program,Young Adults 20-30,50854,Young Adults 20-30,3815,47039,13058,2882,1882,27.76,6.13,22.07,4.0
915,2025-03-29,Clearance Sale,Environment Advocates,198505,Environment Advocates,17966,180539,41809,10639,6005,23.16,5.89,25.45,3.33
916,2024-04-02,Holiday Sales Event,Parents 30-50,145592,Parents 30-50,7649,137943,27247,8352,9076,19.75,6.06,30.65,6.58
917,2025-07-05,Sustainability Product Launch,General Audience,149813,General Audience,9316,140497,22818,15050,2171,16.24,10.71,65.96,1.55
918,2025-02-11,School Supplies Promo,Seniors 55+,108293,Seniors 55+,10228,98065,23172,9426,3962,23.63,9.61,40.68,4.04
919,2024-01-28,Loyalty Program,Frequent Buyers 35-50,122506,Frequent Buyers 35-50,7151,115355,22755,5941,3939,19.73,5.15,26.11,3.42
920,2024-06-22,Seasonal Discount,Environment Advocates,75204,Environment Advocates,6411,68793,11526,3252,3006,16.76,4.73,28.21,4.37
921,2024-02-22,School Supplies Promo,Frequent Buyers 35-50,118101,Frequent Buyers 35-50,9322,108779,19580,4059,5759,18.0,3.73,20.73,5.29
922,2025-01-04,Major Shopping Event,Tech Enthusiasts 18-45,140824,Tech Enthusiasts 18-45,9475,131349,21196,11285,6054,16.14,8.59,53.24,4.61
923,2024-10-20,Major Shopping Event,Young Professionals 25-40,83235,Young Professionals 25-40,7415,75820,14040,2279,5046,18.52,3.01,16.23,6.66
924,2024-12-24,Major Shopping Event,Seniors 55+,170137,Seniors 55+,10955,159182,28618,15768,9710,17.98,9.91,55.1,6.1
925,2024-07-01,Holiday Follow Up,Women 25-34,72831,Women 25-34,4699,68132,18783,7948,3829,27.57,11.67,42.31,5.62
926,2025-05-23,Clearance Sale,Frequent Buyers 35-50,144119,Frequent Buyers 35-50,12886,131233,30692,4479,4910,23.39,3.41,14.59,3.74
927,2025-01-06,Holiday Sales Event,General Audience,111180,General Audience,7393,103787,22134,10502,5239,21.33,10.12,47.45,5.05
928,2025-05-31,Loyalty Program,Parents 30-50,74869,Parents 30-50,4675,70194,18506,8174,3184,26.36,11.65,44.17,4.54
929,2025-05-22,Seasonal Discount,Women 25-34,165841,Women 25-34,15905,149936,26929,9796,8731,17.96,6.53,36.38,5.82
930,2024-03-24,Fitness Gear Promo,General Audience,76644,General Audience,5267,71377,18111,7958,751,25.37,11.15,43.94,1.05
931,2024-12-05,Holiday Follow Up,General Audience,105029,General Audience,7499,97530,21468,7183,1230,22.01,7.37,33.46,1.26
932,2025-06-08,Seasonal Discount,Environment Advocates,105989,Environment Advocates,5575,100414,22538,7828,5905,22.45,7.8,34.73,5.88
933,2025-01-11,Seasonal Discount,Young Adults 20-30,149929,Young Adults 20-30,11610,138319,36437,16537,5899,26.34,11.96,45.39,4.27
934,2024-08-07,Brand Awareness,Environment Advocates,53705,Environment Advocates,5323,48382,11225,3338,2062,23.2,6.9,29.74,4.26
935,2024-08-23,Sustainability Product Launch,Parents 30-50,162642,Parents 30-50,14362,148280,23672,11228,1246,15.96,7.57,47.43,0.84
936,2025-02-24,Brand Awareness,Seniors 55+,142617,Seniors 55+,9925,132692,26678,5846,7777,20.11,4.41,21.91,5.86
937,2025-02-19,New Product Launch,Parents 30-50,109775,Parents 30-50,6145,103630,28525,5623,969,27.53,5.43,19.71,0.94
938,2024-02-04,Loyalty Program,Parents 30-50,85865,Parents 30-50,5336,80529,20496,3612,5043,25.45,4.49,17.62,6.26
939,2025-02-11,Clearance Sale,Tech Enthusiasts 18-45,196173,Tech Enthusiasts 18-45,18414,177759,51173,17115,11905,28.79,9.63,33.45,6.7
940,2024-04-05,Major Shopping Event,Parents 30-50,82167,Parents 30-50,7024,75143,14930,2290,4771,19.87,3.05,15.34,6.35
941,2024-06-05,Holiday Sales Event,Frequent Buyers 35-50,181753,Frequent Buyers 35-50,11936,169817,43538,20137,3604,25.64,11.86,46.25,2.12
942,2025-04-01,Loyalty Program,Previous Customers,55553,Previous Customers,2881,52672,14859,3670,2201,28.21,6.97,24.7,4.18
943,2025-06-26,Holiday Follow Up,Women 25-34,180218,Women 25-34,9577,170641,34149,20097,2419,20.01,11.78,58.85,1.42
944,2024-02-06,Brand Awareness,Young Adults 20-30,103291,Young Adults 20-30,6009,97282,18031,9570,5261,18.54,9.84,53.08,5.41
945,2025-01-17,Fitness Gear Promo,Environment Advocates,186859,Environment Advocates,11231,175628,41404,13229,7111,23.58,7.53,31.95,4.05
946,2025-07-07,Clearance Sale,Young Adults 20-30,186921,Young Adults 20-30,10350,176571,37864,7225,11486,21.44,4.09,19.08,6.51
947,2025-02-04,Beta Testing Launch,Previous Customers,170591,Previous Customers,16052,154539,41362,9611,10523,26.77,6.22,23.24,6.81
948,2024-05-03,New Product Launch,Young Adults 20-30,130705,Young Adults 20-30,11975,118730,18218,3665,6079,15.34,3.09,20.12,5.12
949,2024-11-13,Major Shopping Event,Fitness Enthusiasts 18-40,62972,Fitness Enthusiasts 18-40,4473,58499,11611,3380,1563,19.85,5.78,29.11,2.67
950,2024-04-29,Brand Awareness,Environment Advocates,111554,Environment Advocates,7244,104310,15844,10212,5218,15.19,9.79,64.45,5.0
951,2025-05-17,Sustainability Product Launch,Environment Advocates,97873,Environment Advocates,6331,91542,17942,5190,4340,19.6,5.67,28.93,4.74
952,2024-12-14,Seasonal Discount,Women 25-34,120373,Women 25-34,9215,111158,22080,8581,1071,19.86,7.72,38.86,0.96
953,2024-11-29,Brand Awareness,Fitness Enthusiasts 18-40,94954,Fitness Enthusiasts 18-40,6444,88510,24647,4170,2206,27.85,4.71,16.92,2.49
954,2025-05-12,Loyalty Program,Parents 30-50,170718,Parents 30-50,8844,161874,35544,9686,2675,21.96,5.98,27.25,1.65
955,2024-05-13,Clearance Sale,Shopaholics 25-44,110002,Shopaholics 25-44,6532,103470,30287,10111,6531,29.27,9.77,33.38,6.31
956,2025-04-02,Clearance Sale,Tech Enthusiasts 18-45,78317,Tech Enthusiasts 18-45,6341,71976,12456,2284,4404,17.31,3.17,18.34,6.12
957,2024-04-19,Holiday Sales Event,Tech Enthusiasts 18-45,106287,Tech Enthusiasts 18-45,7255,99032,21480,4935,6861,21.69,4.98,22.97,6.93
958,2024-07-22,Holiday Sales Event,General Audience,171048,General Audience,9287,161761,27655,5394,7534,17.1,3.33,19.5,4.66
959,2024-03-08,Beta Testing Launch,Fitness Enthusiasts 18-40,74661,Fitness Enthusiasts 18-40,6366,68295,19526,4777,2817,28.59,6.99,24.46,4.13
960,2025-02-03,Holiday Follow Up,Previous Customers,175561,Previous Customers,16298,159263,25006,18039,9144,15.7,11.33,72.14,5.74
961,2025-01-06,Brand Awareness,Previous Customers,188399,Previous Customers,15254,173145,38593,11969,2133,22.29,6.91,31.01,1.23
962,2025-07-14,Loyalty Program,Previous Customers,79020,Previous Customers,7649,71371,13194,7873,4987,18.49,11.03,59.67,6.99
963,2024-06-07,Fitness Gear Promo,Tech Enthusiasts 18-45,52587,Tech Enthusiasts 18-45,4869,47718,12524,2705,3123,26.25,5.67,21.6,6.55
